Order ID,Order Date,Customer Name,Region,State,Category,Product,Quantity,Discount,Sales,Profit,Salesperson,Payment Mode,Month,Year,Profit Margin
ORD1352,2025-02-19,Customer 352,North,Delhi,Accessories,Backpack,3,0.2,5280.0,800.74,Neha,Credit Card,Feb,2025,0.15165530303030303
ORD1353,2025-08-30,Customer 353,East,Odisha,Electronics,Headphones,1,0.1,4050.0,823.89,Vikas,UPI,Aug,2025,0.20342962962962963
ORD1354,2025-01-23,Customer 354,West,Gujarat,Furniture,Bookshelf,4,0.1,25200.0,2563.32,Pooja,Cash,Jan,2025,0.10171904761904763
ORD1355,2025-12-23,Customer 355,East,Bihar,Furniture,Bookshelf,5,0.0,35000.0,3349.23,Priya,UPI,Dec,2025,0.09569228571428572
ORD1356,2025-09-25,Customer 356,East,Odisha,Accessories,Watch,5,0.0,25000.0,5323.39,Pooja,Net Banking,Sep,2025,0.2129356
ORD1357,2025-01-18,Customer 357,South,Telangana,Accessories,Wallet,1,0.15,1020.0,227.94,Rahul,UPI,Jan,2025,0.22347058823529412
ORD1358,2025-08-05,Customer 358,West,Maharashtra,Furniture,Desk,2,0.05,22800.0,2085.1,Rohit,Credit Card,Aug,2025,0.09145175438596491
ORD1359,2025-10-12,Customer 359,South,Tamil Nadu,Clothing,Jacket,6,0.0,25200.0,2136.83,Anjali,Debit Card,Oct,2025,0.08479484126984127
ORD1360,2025-10-18,Customer 360,West,Rajasthan,Electronics,Headphones,1,0.15,3825.0,365.05,Priya,UPI,Oct,2025,0.09543790849673203
ORD1361,2025-09-06,Customer 361,North,Haryana,Clothing,Jacket,4,0.1,15120.0,2042.97,Pooja,UPI,Sep,2025,0.13511706349206348
ORD1362,2025-12-22,Customer 362,South,Tamil Nadu,Clothing,Shoes,2,0.2,5600.0,971.44,Amit,Cash,Dec,2025,0.17347142857142858
ORD1363,2025-07-10,Customer 363,East,West Bengal,Furniture,Office Chair,6,0.15,43350.0,9820.59,Anjali,Debit Card,Jul,2025,0.22654186851211072
ORD1364,2025-04-27,Customer 364,East,West Bengal,Clothing,Shoes,6,0.0,21000.0,4941.81,Vikas,Cash,Apr,2025,0.23532428571428574
ORD1365,2025-04-19,Customer 365,East,Odisha,Clothing,Shoes,5,0.0,17500.0,1784.11,Pooja,Net Banking,Apr,2025,0.10194914285714285
ORD1366,2025-07-26,Customer 366,East,West Bengal,Electronics,Smartphone,1,0.1,25200.0,4803.8,Amit,Credit Card,Jul,2025,0.19062698412698414
ORD1367,2025-07-04,Customer 367,South,Telangana,Furniture,Office Chair,2,0.0,17000.0,2509.14,Neha,Debit Card,Jul,2025,0.14759647058823527
ORD1368,2025-05-04,Customer 368,East,Odisha,Accessories,Sunglasses,6,0.0,10800.0,2006.64,Pooja,Net Banking,May,2025,0.18580000000000002
ORD1369,2025-03-25,Customer 369,West,Gujarat,Furniture,Cabinet,5,0.2,38000.0,4919.45,Priya,Debit Card,Mar,2025,0.1294592105263158
ORD1370,2025-04-20,Customer 370,North,Delhi,Accessories,Backpack,2,0.2,3520.0,713.05,Neha,Credit Card,Apr,2025,0.2025710227272727
ORD1371,2025-03-09,Customer 371,East,Bihar,Accessories,Backpack,6,0.0,13200.0,1987.87,Rahul,Net Banking,Mar,2025,0.1505962121212121
ORD1372,2025-12-30,Customer 372,North,Haryana,Furniture,Bookshelf,5,0.1,31500.0,6021.73,Vikas,Cash,Dec,2025,0.19116603174603172
ORD1373,2025-12-13,Customer 373,West,Rajasthan,Clothing,Shoes,3,0.05,9975.0,1489.65,Rohit,Net Banking,Dec,2025,0.14933834586466166
ORD1374,2025-06-02,Customer 374,North,Haryana,Electronics,Tablet,5,0.2,88000.0,15271.39,Priya,Cash,Jun,2025,0.17353852272727271
ORD1375,2025-05-14,Customer 375,North,Haryana,Clothing,Jacket,6,0.1,22680.0,4909.17,Vikas,Credit Card,May,2025,0.2164537037037037
ORD1376,2025-12-15,Customer 376,South,Karnataka,Furniture,Office Chair,5,0.15,36125.0,6585.23,Amit,Cash,Dec,2025,0.18229010380622837
ORD1377,2025-10-26,Customer 377,East,Bihar,Clothing,Shoes,4,0.15,11900.0,2323.41,Neha,Debit Card,Oct,2025,0.19524453781512605
ORD1378,2025-12-03,Customer 378,South,Telangana,Accessories,Wallet,5,0.1,5400.0,1154.09,Rahul,Debit Card,Dec,2025,0.21372037037037037
ORD1379,2025-10-14,Customer 379,North,Delhi,Accessories,Watch,6,0.1,27000.0,5218.61,Anjali,UPI,Oct,2025,0.19328185185185184
ORD1380,2025-06-19,Customer 380,South,Tamil Nadu,Clothing,Jeans,6,0.1,13500.0,1909.98,Vikas,Net Banking,Jun,2025,0.14148
ORD1381,2025-10-26,Customer 381,East,Bihar,Accessories,Backpack,4,0.0,8800.0,1912.12,Priya,Cash,Oct,2025,0.2172863636363636
ORD1382,2025-03-19,Customer 382,South,Karnataka,Electronics,Headphones,5,0.1,20250.0,2839.62,Neha,Debit Card,Mar,2025,0.14022814814814813
ORD1383,2025-09-07,Customer 383,West,Gujarat,Accessories,Watch,3,0.05,14250.0,2884.49,Rahul,Debit Card,Sep,2025,0.20242035087719296
ORD1384,2025-03-28,Customer 384,North,Haryana,Electronics,Headphones,3,0.05,12825.0,2557.34,Rahul,Cash,Mar,2025,0.19940272904483433
ORD1385,2025-09-02,Customer 385,North,Uttar Pradesh,Furniture,Cabinet,6,0.15,48450.0,6714.05,Amit,UPI,Sep,2025,0.13857688338493293
ORD1386,2025-12-13,Customer 386,South,Karnataka,Clothing,Shirt,3,0.2,4320.0,442.36,Neha,Credit Card,Dec,2025,0.10239814814814815
ORD1387,2025-06-06,Customer 387,East,West Bengal,Clothing,Jeans,1,0.15,2125.0,330.58,Priya,UPI,Jun,2025,0.1555670588235294
ORD1388,2025-06-22,Customer 388,East,Odisha,Clothing,Shoes,6,0.2,16800.0,2879.23,Rahul,Debit Card,Jun,2025,0.1713827380952381
ORD1389,2025-04-25,Customer 389,West,Rajasthan,Clothing,Jeans,2,0.15,4250.0,311.32,Rahul,Credit Card,Apr,2025,0.07325176470588235
ORD1390,2025-11-24,Customer 390,North,Uttar Pradesh,Furniture,Office Chair,3,0.0,25500.0,3411.46,Amit,Net Banking,Nov,2025,0.13378274509803922
ORD1391,2025-07-14,Customer 391,North,Delhi,Electronics,Laptop,1,0.0,55000.0,7746.85,Vikas,Cash,Jul,2025,0.1408518181818182
ORD1392,2025-12-06,Customer 392,South,Telangana,Furniture,Office Chair,3,0.15,21675.0,3955.32,Vikas,Net Banking,Dec,2025,0.18248304498269896
ORD1393,2025-02-28,Customer 393,South,Karnataka,Accessories,Backpack,5,0.2,8800.0,792.13,Pooja,Credit Card,Feb,2025,0.09001477272727272
ORD1394,2025-01-21,Customer 394,South,Telangana,Clothing,Jeans,3,0.15,6375.0,766.34,Pooja,Credit Card,Jan,2025,0.12021019607843138
ORD1395,2025-02-26,Customer 395,West,Rajasthan,Clothing,Jeans,1,0.0,2500.0,460.44,Pooja,Credit Card,Feb,2025,0.184176
ORD1396,2025-06-01,Customer 396,North,Uttar Pradesh,Electronics,Laptop,3,0.05,156750.0,23143.78,Pooja,UPI,Jun,2025,0.1476477192982456
ORD1397,2025-06-10,Customer 397,North,Uttar Pradesh,Furniture,Office Chair,3,0.1,22950.0,4733.93,Priya,UPI,Jun,2025,0.2062714596949891
ORD1398,2025-08-13,Customer 398,North,Haryana,Electronics,Smartphone,6,0.05,159600.0,20089.23,Vikas,UPI,Aug,2025,0.12587236842105262
ORD1399,2025-08-22,Customer 399,East,Odisha,Clothing,Jeans,1,0.15,2125.0,293.34,Rohit,Cash,Aug,2025,0.13804235294117645
ORD1400,2025-03-23,Customer 400,West,Maharashtra,Furniture,Office Chair,2,0.0,17000.0,4026.73,Rohit,Net Banking,Mar,2025,0.2368664705882353
ORD1401,2025-11-10,Customer 401,West,Maharashtra,Accessories,Watch,5,0.15,21250.0,4302.23,Rahul,Cash,Nov,2025,0.20245788235294115
ORD1402,2025-12-02,Customer 402,West,Gujarat,Electronics,Headphones,4,0.0,18000.0,1453.81,Amit,Net Banking,Dec,2025,0.08076722222222221
ORD1403,2025-12-06,Customer 403,South,Telangana,Clothing,Shirt,4,0.05,6840.0,1039.19,Rohit,Credit Card,Dec,2025,0.1519283625730994
ORD1404,2025-03-26,Customer 404,North,Delhi,Electronics,Smartphone,5,0.15,119000.0,25563.35,Pooja,Debit Card,Mar,2025,0.21481806722689076
ORD1405,2025-11-26,Customer 405,South,Tamil Nadu,Clothing,Jacket,1,0.2,3360.0,362.41,Rohit,Credit Card,Nov,2025,0.10786011904761905
ORD1406,2025-09-13,Customer 406,North,Uttar Pradesh,Accessories,Sunglasses,5,0.15,7650.0,649.97,Anjali,UPI,Sep,2025,0.08496339869281046
ORD1407,2025-10-09,Customer 407,West,Maharashtra,Electronics,Laptop,4,0.15,187000.0,14229.1,Priya,Net Banking,Oct,2025,0.07609144385026738
ORD1408,2025-04-25,Customer 408,East,Odisha,Furniture,Cabinet,3,0.1,25650.0,5394.27,Anjali,Net Banking,Apr,2025,0.2103029239766082
ORD1409,2025-04-24,Customer 409,West,Maharashtra,Clothing,Shoes,1,0.0,3500.0,696.8,Anjali,Debit Card,Apr,2025,0.19908571428571428
ORD1410,2025-07-29,Customer 410,East,West Bengal,Clothing,Shirt,1,0.05,1710.0,262.85,Vikas,Net Banking,Jul,2025,0.15371345029239766
ORD1411,2025-04-08,Customer 411,South,Telangana,Furniture,Office Chair,4,0.05,32300.0,4770.64,Anjali,UPI,Apr,2025,0.14769783281733748
ORD1412,2025-09-16,Customer 412,West,Maharashtra,Electronics,Laptop,4,0.15,187000.0,34022.34,Pooja,UPI,Sep,2025,0.1819376470588235
ORD1413,2025-03-30,Customer 413,North,Haryana,Accessories,Sunglasses,5,0.05,8550.0,1604.06,Rahul,UPI,Mar,2025,0.1876093567251462
ORD1414,2025-05-08,Customer 414,West,Gujarat,Clothing,Shoes,4,0.2,11200.0,2527.89,Rohit,Debit Card,May,2025,0.22570446428571428
ORD1415,2025-09-20,Customer 415,East,Odisha,Accessories,Watch,2,0.15,8500.0,1465.65,Anjali,Net Banking,Sep,2025,0.1724294117647059
ORD1416,2025-12-11,Customer 416,South,Karnataka,Furniture,Desk,5,0.1,54000.0,10083.09,Rahul,Net Banking,Dec,2025,0.18672388888888888
ORD1417,2025-12-08,Customer 417,East,Bihar,Electronics,Tablet,5,0.15,93500.0,15808.71,Rohit,Net Banking,Dec,2025,0.16907711229946523
ORD1418,2025-03-16,Customer 418,East,West Bengal,Accessories,Backpack,5,0.0,11000.0,817.26,Amit,Credit Card,Mar,2025,0.07429636363636363
ORD1419,2025-02-01,Customer 419,East,Bihar,Furniture,Bookshelf,6,0.1,37800.0,3586.95,Vikas,Credit Card,Feb,2025,0.09489285714285714
ORD1420,2025-10-15,Customer 420,North,Delhi,Clothing,Shoes,1,0.2,2800.0,609.18,Rohit,Credit Card,Oct,2025,0.2175642857142857
ORD1421,2025-12-17,Customer 421,East,Odisha,Electronics,Headphones,4,0.15,15300.0,3559.38,Amit,UPI,Dec,2025,0.23263921568627452
ORD1422,2025-10-07,Customer 422,East,Bihar,Furniture,Cabinet,2,0.1,17100.0,3392.1,Neha,Credit Card,Oct,2025,0.19836842105263158
ORD1423,2025-03-30,Customer 423,East,Bihar,Accessories,Watch,6,0.0,30000.0,3053.58,Priya,Cash,Mar,2025,0.101786
ORD1424,2025-10-27,Customer 424,North,Uttar Pradesh,Accessories,Wallet,5,0.1,5400.0,497.4,Amit,Debit Card,Oct,2025,0.0921111111111111
ORD1425,2025-11-17,Customer 425,West,Rajasthan,Furniture,Office Chair,2,0.1,15300.0,2623.49,Vikas,Cash,Nov,2025,0.17146993464052288
ORD1426,2025-09-24,Customer 426,East,West Bengal,Electronics,Tablet,5,0.05,104500.0,24315.89,Rahul,Cash,Sep,2025,0.23268794258373204
ORD1427,2025-06-19,Customer 427,West,Gujarat,Electronics,Tablet,2,0.05,41800.0,7639.65,Vikas,Credit Card,Jun,2025,0.18276674641148324
ORD1428,2025-11-25,Customer 428,West,Rajasthan,Electronics,Laptop,6,0.1,297000.0,43291.74,Neha,UPI,Nov,2025,0.14576343434343433
ORD1429,2025-05-25,Customer 429,East,West Bengal,Accessories,Backpack,4,0.1,7920.0,1281.78,Anjali,Net Banking,May,2025,0.1618409090909091
ORD1430,2025-02-12,Customer 430,West,Maharashtra,Accessories,Backpack,3,0.05,6270.0,780.32,Rahul,Net Banking,Feb,2025,0.12445295055821372
ORD1431,2025-08-06,Customer 431,North,Delhi,Electronics,Smartphone,6,0.05,159600.0,34639.85,Neha,Net Banking,Aug,2025,0.21704166666666666
ORD1432,2025-01-20,Customer 432,West,Maharashtra,Electronics,Smartphone,1,0.15,23800.0,4566.45,Priya,UPI,Jan,2025,0.19186764705882353
ORD1433,2025-07-28,Customer 433,South,Tamil Nadu,Clothing,Shirt,5,0.05,8550.0,1922.62,Pooja,Cash,Jul,2025,0.22486783625730994
ORD1434,2025-11-25,Customer 434,West,Rajasthan,Clothing,Shirt,4,0.0,7200.0,1158.64,Priya,Net Banking,Nov,2025,0.16092222222222224
ORD1435,2025-12-18,Customer 435,North,Uttar Pradesh,Electronics,Tablet,5,0.0,110000.0,13119.94,Priya,Debit Card,Dec,2025,0.11927218181818182
ORD1436,2025-10-01,Customer 436,West,Maharashtra,Accessories,Sunglasses,6,0.0,10800.0,1626.24,Rahul,Cash,Oct,2025,0.15057777777777778
ORD1437,2025-01-06,Customer 437,East,Bihar,Furniture,Bookshelf,6,0.1,37800.0,8798.2,Rahul,UPI,Jan,2025,0.23275661375661377
ORD1438,2025-06-06,Customer 438,North,Delhi,Electronics,Headphones,5,0.2,18000.0,4157.76,Anjali,Credit Card,Jun,2025,0.23098666666666667
ORD1439,2025-05-10,Customer 439,West,Maharashtra,Furniture,Desk,2,0.05,22800.0,3987.05,Priya,Credit Card,May,2025,0.17487061403508772
ORD1440,2025-04-12,Customer 440,North,Haryana,Accessories,Backpack,3,0.0,6600.0,743.27,Pooja,Debit Card,Apr,2025,0.11261666666666667
ORD1441,2025-04-10,Customer 441,East,Odisha,Furniture,Desk,1,0.1,10800.0,1893.43,Pooja,Cash,Apr,2025,0.1753175925925926
ORD1442,2025-06-11,Customer 442,East,Odisha,Clothing,Jeans,5,0.2,10000.0,1319.64,Rahul,UPI,Jun,2025,0.131964
ORD1443,2025-07-04,Customer 443,East,West Bengal,Furniture,Desk,6,0.15,61200.0,7162.58,Anjali,Cash,Jul,2025,0.11703562091503268
ORD1444,2025-03-31,Customer 444,West,Rajasthan,Accessories,Wallet,3,0.15,3060.0,501.18,Priya,Debit Card,Mar,2025,0.1637843137254902
ORD1445,2025-01-10,Customer 445,South,Telangana,Furniture,Bookshelf,6,0.0,42000.0,8133.82,Amit,Net Banking,Jan,2025,0.19366238095238095
ORD1446,2025-10-04,Customer 446,West,Gujarat,Furniture,Office Chair,5,0.1,38250.0,6211.41,Rahul,Debit Card,Oct,2025,0.16238980392156863
ORD1447,2025-02-16,Customer 447,West,Gujarat,Furniture,Bookshelf,2,0.15,11900.0,1846.77,Anjali,Net Banking,Feb,2025,0.155190756302521
ORD1448,2025-04-02,Customer 448,North,Haryana,Furniture,Desk,5,0.05,57000.0,8313.88,Rahul,Cash,Apr,2025,0.1458575438596491
ORD1449,2025-07-09,Customer 449,East,West Bengal,Electronics,Smartphone,4,0.05,106400.0,8585.03,Amit,Credit Card,Jul,2025,0.08068637218045113
ORD1450,2025-11-29,Customer 450,East,Odisha,Accessories,Sunglasses,4,0.0,7200.0,552.84,Priya,Net Banking,Nov,2025,0.07678333333333334
ORD1451,2025-12-01,Customer 451,East,West Bengal,Clothing,Jeans,4,0.15,8500.0,1122.85,Vikas,Cash,Dec,2025,0.1321
ORD1452,2025-11-06,Customer 452,South,Karnataka,Accessories,Wallet,3,0.15,3060.0,626.54,Rahul,Cash,Nov,2025,0.20475163398692808
ORD1453,2025-04-06,Customer 453,South,Karnataka,Furniture,Office Chair,5,0.1,38250.0,4052.89,Anjali,Net Banking,Apr,2025,0.10595790849673202
ORD1454,2025-09-03,Customer 454,North,Uttar Pradesh,Furniture,Cabinet,3,0.0,28500.0,4327.95,Neha,Net Banking,Sep,2025,0.1518578947368421
ORD1455,2025-10-31,Customer 455,South,Karnataka,Accessories,Backpack,2,0.0,4400.0,403.66,Rahul,Net Banking,Oct,2025,0.0917409090909091
ORD1456,2025-09-22,Customer 456,North,Uttar Pradesh,Furniture,Office Chair,2,0.1,15300.0,3470.28,Amit,Debit Card,Sep,2025,0.22681568627450982
ORD1457,2025-03-29,Customer 457,North,Delhi,Furniture,Cabinet,5,0.15,40375.0,8779.2,Rohit,Net Banking,Mar,2025,0.21744148606811148
ORD1458,2025-11-02,Customer 458,South,Telangana,Furniture,Bookshelf,2,0.1,12600.0,2857.68,Priya,Credit Card,Nov,2025,0.22679999999999997
ORD1459,2025-09-16,Customer 459,West,Rajasthan,Accessories,Watch,1,0.0,5000.0,522.0,Rohit,Credit Card,Sep,2025,0.1044
ORD1460,2025-09-30,Customer 460,North,Haryana,Furniture,Cabinet,5,0.2,38000.0,2912.18,Priya,UPI,Sep,2025,0.07663631578947368
ORD1461,2025-07-09,Customer 461,West,Maharashtra,Furniture,Office Chair,6,0.15,43350.0,6881.7,Rohit,Credit Card,Jul,2025,0.15874740484429065
ORD1462,2025-03-10,Customer 462,West,Gujarat,Accessories,Wallet,5,0.2,4800.0,415.74,Pooja,Credit Card,Mar,2025,0.0866125
ORD1463,2025-01-04,Customer 463,North,Haryana,Clothing,Shoes,3,0.05,9975.0,707.52,Priya,Net Banking,Jan,2025,0.07092932330827068
ORD1464,2025-02-24,Customer 464,North,Delhi,Accessories,Watch,6,0.1,27000.0,3766.6,Rohit,Net Banking,Feb,2025,0.1395037037037037
ORD1465,2025-12-15,Customer 465,East,Odisha,Clothing,Shoes,5,0.1,15750.0,2740.81,Neha,Cash,Dec,2025,0.17401968253968253
ORD1466,2025-06-07,Customer 466,West,Rajasthan,Furniture,Bookshelf,5,0.2,28000.0,4262.7,Anjali,Cash,Jun,2025,0.15223928571428572
ORD1467,2025-09-18,Customer 467,South,Tamil Nadu,Electronics,Smartphone,4,0.05,106400.0,9261.84,Anjali,Net Banking,Sep,2025,0.08704736842105264
ORD1468,2025-03-16,Customer 468,North,Uttar Pradesh,Furniture,Cabinet,6,0.0,57000.0,11784.34,Rohit,UPI,Mar,2025,0.20674280701754386
ORD1469,2025-07-16,Customer 469,North,Uttar Pradesh,Clothing,Jeans,3,0.0,7500.0,1301.51,Vikas,Net Banking,Jul,2025,0.17353466666666667
ORD1470,2025-12-03,Customer 470,North,Haryana,Furniture,Cabinet,4,0.0,38000.0,3963.03,Vikas,Credit Card,Dec,2025,0.10429026315789475
ORD1471,2025-12-02,Customer 471,North,Delhi,Furniture,Desk,6,0.0,72000.0,9443.22,Rahul,UPI,Dec,2025,0.13115583333333333
ORD1472,2025-04-13,Customer 472,East,Bihar,Accessories,Wallet,6,0.15,6120.0,850.23,Amit,UPI,Apr,2025,0.1389264705882353
ORD1473,2025-04-10,Customer 473,North,Uttar Pradesh,Clothing,Jacket,3,0.1,11340.0,1230.05,Rohit,Net Banking,Apr,2025,0.1084700176366843
ORD1474,2025-02-07,Customer 474,North,Haryana,Clothing,Jeans,4,0.2,8000.0,704.79,Vikas,Debit Card,Feb,2025,0.08809874999999999
ORD1475,2025-10-16,Customer 475,North,Uttar Pradesh,Clothing,Jacket,6,0.15,21420.0,5017.19,Neha,Debit Card,Oct,2025,0.23422922502334265
ORD1476,2025-07-15,Customer 476,West,Rajasthan,Accessories,Backpack,4,0.0,8800.0,1001.7,Neha,Credit Card,Jul,2025,0.11382954545454546
ORD1477,2025-05-15,Customer 477,East,West Bengal,Accessories,Wallet,5,0.2,4800.0,343.93,Vikas,UPI,May,2025,0.07165208333333334
ORD1478,2025-07-01,Customer 478,West,Maharashtra,Clothing,Shirt,5,0.05,8550.0,1291.17,Vikas,Credit Card,Jul,2025,0.1510140350877193
ORD1479,2025-04-16,Customer 479,South,Karnataka,Accessories,Watch,2,0.05,9500.0,2074.48,Neha,Credit Card,Apr,2025,0.2183663157894737
ORD1480,2025-12-06,Customer 480,East,Odisha,Furniture,Office Chair,1,0.0,8500.0,1571.55,Amit,Net Banking,Dec,2025,0.18488823529411763
ORD1481,2025-10-22,Customer 481,North,Uttar Pradesh,Accessories,Wallet,5,0.1,5400.0,829.97,Pooja,Credit Card,Oct,2025,0.15369814814814817
ORD1482,2025-08-05,Customer 482,East,Odisha,Accessories,Watch,5,0.05,23750.0,1881.12,Amit,Net Banking,Aug,2025,0.07920505263157894
ORD1483,2025-08-24,Customer 483,East,Odisha,Accessories,Watch,4,0.0,20000.0,3774.03,Amit,UPI,Aug,2025,0.18870150000000002
ORD1484,2025-05-13,Customer 484,South,Karnataka,Accessories,Backpack,3,0.1,5940.0,1034.58,Vikas,Credit Card,May,2025,0.17417171717171717
ORD1485,2025-04-18,Customer 485,East,Odisha,Accessories,Wallet,3,0.05,3420.0,529.38,Anjali,Debit Card,Apr,2025,0.15478947368421053
ORD1486,2025-10-22,Customer 486,West,Rajasthan,Clothing,Shoes,2,0.2,5600.0,516.84,Neha,UPI,Oct,2025,0.09229285714285715
ORD1487,2025-03-18,Customer 487,East,Odisha,Furniture,Cabinet,4,0.05,36100.0,3422.04,Amit,Credit Card,Mar,2025,0.09479335180055401
ORD1488,2025-06-11,Customer 488,West,Gujarat,Accessories,Watch,6,0.2,24000.0,3858.65,Vikas,Debit Card,Jun,2025,0.16077708333333335
ORD1489,2025-05-11,Customer 489,North,Uttar Pradesh,Accessories,Backpack,6,0.05,12540.0,1005.79,Priya,Cash,May,2025,0.08020653907496013
ORD1490,2025-05-12,Customer 490,East,Odisha,Clothing,Jacket,3,0.2,10080.0,1660.92,Amit,Cash,May,2025,0.16477380952380954
ORD1491,2025-10-03,Customer 491,North,Delhi,Clothing,Jeans,5,0.2,10000.0,1804.77,Vikas,Debit Card,Oct,2025,0.180477
ORD1492,2025-08-26,Customer 492,East,Bihar,Accessories,Sunglasses,1,0.15,1530.0,266.71,Rahul,Credit Card,Aug,2025,0.1743202614379085
ORD1493,2025-04-27,Customer 493,East,Odisha,Accessories,Sunglasses,1,0.0,1800.0,175.57,Anjali,Debit Card,Apr,2025,0.09753888888888888
ORD1494,2025-09-24,Customer 494,East,Odisha,Accessories,Wallet,4,0.1,4320.0,851.65,Rohit,Credit Card,Sep,2025,0.1971412037037037
ORD1495,2025-12-25,Customer 495,South,Telangana,Electronics,Smartphone,6,0.05,159600.0,29134.0,Priya,Credit Card,Dec,2025,0.1825438596491228
ORD1496,2025-08-31,Customer 496,South,Telangana,Accessories,Backpack,1,0.0,2200.0,504.36,Amit,UPI,Aug,2025,0.22925454545454546
ORD1497,2025-12-02,Customer 497,West,Gujarat,Electronics,Laptop,3,0.2,132000.0,12724.36,Vikas,Credit Card,Dec,2025,0.09639666666666667
ORD1498,2025-03-29,Customer 498,South,Karnataka,Clothing,Shoes,6,0.05,19950.0,1841.73,Amit,Debit Card,Mar,2025,0.09231729323308271
ORD1499,2025-03-11,Customer 499,East,Bihar,Accessories,Sunglasses,5,0.1,8100.0,1322.35,Rahul,Net Banking,Mar,2025,0.16325308641975309
ORD1500,2025-02-15,Customer 500,West,Gujarat,Accessories,Wallet,3,0.15,3060.0,494.94,Vikas,Debit Card,Feb,2025,0.1617450980392157
